,band_combo,banded,bird,get_banded_display,get_life_stage_guess_display,get_sex_guess_display,id,life_stage_guess,revisit,sex_guess,sighting,sighting__date_sighted,sighting__point_location,sighting__time_sighted
7878,,unbanded,,Not banded,Juvenile,,447,juvenile,False,,148,2017-07-28,"{'type': 'Point', 'coordinates': [166.67186737060516, -45.608476457136064]}",08:30:00
7879,,unbanded,,Not banded,Juvenile,,446,juvenile,False,,148,2017-07-28,"{'type': 'Point', 'coordinates': [166.67186737060516, -45.608476457136064]}",08:30:00
7880,,unbanded,,Not banded,Juvenile,,445,juvenile,False,,148,2017-07-28,"{'type': 'Point', 'coordinates': [166.67186737060516, -45.608476457136064]}",08:30:00
7881,,unbanded,,Not banded,Adult,,443,adult,False,,148,2017-07-28,"{'type': 'Point', 'coordinates': [166.67186737060516, -45.608476457136064]}",08:30:00
7882,,unknown,,Couldn't tell,,,376,,False,,120,2017-07-27,"{'type': 'Point', 'coordinates': [167.93132543563857, -44.67545096280376]}",10:02:00
7883,,unknown,,Couldn't tell,,,31,,False,,10,2017-07-20,"{'type': 'Point', 'coordinates': [171.56281650069315, -42.94169799327879]}",12:45:00
7884,,unknown,,Couldn't tell,,,30,,False,,10,2017-07-20,"{'type': 'Point', 'coordinates': [171.56281650069315, -42.94169799327879]}",12:45:00
7885,White W on Red,readable,"{'slug': 'pickle', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Caught and banded by Paul van Klink in January 2010 as an adult. Seen every now and then in Arthur's Pass township."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/pickle/Pickle-crop-c0-45__0-27-500x500-70.jpeg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/pickle/Pickle-crop-c0-45__0-27-350x250-70.jpeg', 'full_size': 'https://media.keadatabase.nz/media/birds/pickle/Pickle.jpeg'}, 'profile_picture_attribution': 'Kate le Comte'}, 'get_age': 13, 'get_life_stage': 'Adult', 'study_area': 'Waimakariri', 'band_combo': 'White W on Red', 'name': 'Pickle', 'birthday': '2006-01-01', 'primary_band': 'V-0021', 'date_modified': '2018-04-04T11:00:38.416642+12:00', 'date_imported': '2017-06-28T00:21:20.024163+12:00'}","Banded, readable",Adult,Male,29,adult,False,male,10,2017-07-20,"{'type': 'Point', 'coordinates': [171.56281650069315, -42.94169799327879]}",12:45:00
7886,,unbanded,,Not banded,,,72,,False,,26,2017-07-20,"{'type': 'Point', 'coordinates': [171.64283752441435, -43.27352567095525]}",11:47:00
7887,,unbanded,,Not banded,,,71,,False,,26,2017-07-20,"{'type': 'Point', 'coordinates': [171.64283752441435, -43.27352567095525]}",11:47:00
7888,,unbanded,,Not banded,,,73,,False,,26,2017-07-20,"{'type': 'Point', 'coordinates': [171.64283752441435, -43.27352567095525]}",11:47:00
7889,,unknown,,Couldn't tell,,,380,,False,,121,2017-07-17,"{'type': 'Point', 'coordinates': [167.9722023010255, -44.76288515639626]}",15:00:00
7890,,unknown,,Couldn't tell,,,378,,False,,121,2017-07-17,"{'type': 'Point', 'coordinates': [167.9722023010255, -44.76288515639626]}",15:00:00
7891,,unknown,,Couldn't tell,,,379,,False,,121,2017-07-17,"{'type': 'Point', 'coordinates': [167.9722023010255, -44.76288515639626]}",15:00:00
7892,,unknown,,Couldn't tell,,,377,,False,,121,2017-07-17,"{'type': 'Point', 'coordinates': [167.9722023010255, -44.76288515639626]}",15:00:00
7893,Yellow 6 on Blue,readable,"{'slug': 'jack', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Jack usually likes investigating all of the comings and goings on the Milford Road.', 'is_featured': False, 'sponsor_name': 'Laurie Winter Photography', 'sponsor_website': 'http://www.lauriewinterphotography.com', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/jack/DSC_1213-3-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/jack/DSC_1213-3-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/jack/DSC_1213-3.jpg'}, 'profile_picture_attribution': 'Anja Kohler'}, 'get_age': 13, 'get_life_stage': 'Adult', 'study_area': 'Fiordland', 'band_combo': 'Yellow 6 on Blue', 'name': 'Jack', 'birthday': '2006-01-01', 'primary_band': 'V-0013', 'date_modified': '2018-04-04T11:00:31.969205+12:00', 'date_imported': '2017-06-28T00:21:22.998638+12:00'}","Banded, readable",Adult,Male,299,adult,False,male,98,2017-07-17,"{'type': 'Point', 'coordinates': [167.94765472412115, -44.721368673466266]}",12:40:00
7894,,unbanded,,Not banded,,,573,,False,,242,2017-07-16,"{'type': 'Point', 'coordinates': [167.3501014709471, -46.17055871304335]}",14:15:00
7895,Red 6 on White,readable,"{'slug': 'romeo', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Romeo was banded at Monkey Creek carpark near Milford Sound in January 2011. He is the cover-boy of our brochure and his photo is also featured in the Kea Kiosk display in Arthur's Pass township. Kimball Chen from Kea Photography has provided images for this project free of charge."", 'is_featured': False, 'sponsor_name': 'Kea Photography', 'sponsor_website': 'http://keaphotography.photoshelter.com/gallery/Kea-Alpine-Parrot-Pictures-Photos/G0000pqaYZeA355w/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/romeo/Romeo-crop-c0-61__0-51-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/romeo/Romeo-crop-c0-61__0-51-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/romeo/Romeo.jpg'}, 'profile_picture_attribution': 'Kimball Chen'}, 'get_age': 12, 'get_life_stage': 'Adult', 'study_area': 'Fiordland', 'band_combo': 'Red 6 on White', 'name': 'Romeo', 'birthday': '2007-01-01', 'primary_band': 'V-1301', 'date_modified': '2018-04-04T11:00:39.670297+12:00', 'date_imported': '2017-06-28T00:21:30.484847+12:00'}","Banded, readable",,,28,,False,,9,2017-07-16,"{'type': 'Point', 'coordinates': [167.93426513671844, -44.67500083331386]}",09:35:00
7896,Black 9 on white band,readable,"{'slug': 'iwa', 'status': 'Dead', 'sex': 'Male', 'bird_extended': {'description': ""Update: 6th December 2017\r\nIwa has sadly passed away.  His vomiting was so severe and he was extremely sick for several weeks. RIP Iwa.\r\n\r\nUpdate: November 2017\r\nUnfortunately, Iwa has been extremely sick again and has had to be re-admitted to the South Island Wildlife Hospital for further treatment. His lead levels are exceptionally high and he will need a high level of care and treatment if he's going to be healthy enough to be returned to the wild again. \r\n\r\nIwa was named by the South Island Wildlife Hospital, who treated him for lead poisoning in July/August 2017. He was released back to Arthur's Pass after many weeks of EDTA chelation treatment for serious lead poisoning\r\n\r\nThere is a community effort to remove lead from buildings in Arthur's Pass - kea feed on this as it tastes sweet to them. The sooner this happens, the better for young kea like Iwa."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/iwa/iwa-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/iwa/iwa-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/iwa/iwa.jpg'}, 'profile_picture_attribution': 'South Island Wildlife Hospital'}, 'get_age': None, 'get_life_stage': None, 'study_area': 'Waimakariri', 'band_combo': 'Black 9 on White', 'name': 'Iwa', 'birthday': '2017-01-01', 'primary_band': 'V-2630', 'date_modified': '2018-04-04T11:02:16.329385+12:00', 'date_imported': '2017-09-03T17:20:57+12:00'}","Banded, readable",,,463,,False,,164,2017-07-15,"{'type': 'Point', 'coordinates': [171.5615987777676, -42.94000935681608]}",15:00:00
7897,,unknown,,Couldn't tell,,,1383,,False,,588,2017-07-12,"{'type': 'Point', 'coordinates': [170.98700523376476, -43.01682079895323]}",15:45:00
7898,,unknown,,Couldn't tell,Adult,,1385,adult,False,,588,2017-07-12,"{'type': 'Point', 'coordinates': [170.98700523376476, -43.01682079895323]}",15:45:00
7899,,unknown,,Couldn't tell,,,1384,,False,,588,2017-07-12,"{'type': 'Point', 'coordinates': [170.98700523376476, -43.01682079895323]}",15:45:00
7900,,unbanded,,Not banded,Adult,Male,1382,adult,False,male,587,2017-07-12,"{'type': 'Point', 'coordinates': [170.98041772842424, -43.0150379885307]}",15:30:00
7901,,unbanded,,Not banded,Juvenile,,1381,juvenile,False,,585,2017-07-12,"{'type': 'Point', 'coordinates': [170.98026752471887, -43.01496323541315]}",13:30:00
7902,,unbanded,,Not banded,Adult,Female,1380,adult,False,female,585,2017-07-12,"{'type': 'Point', 'coordinates': [170.98026752471887, -43.01496323541315]}",13:30:00
7903,,unknown,,Couldn't tell,,,1388,,False,,586,2017-07-12,"{'type': 'Point', 'coordinates': [170.98144769668573, -43.02238014595754]}",13:30:00
7904,,unbanded,,Not banded,Juvenile,,49,juvenile,False,,14,2017-07-10,"{'type': 'Point', 'coordinates': [171.5374374389649, -43.49539795818202]}",15:22:00
7905,,unbanded,,Not banded,Juvenile,,47,juvenile,False,,14,2017-07-10,"{'type': 'Point', 'coordinates': [171.5374374389649, -43.49539795818202]}",15:22:00
7906,,unbanded,,Not banded,Juvenile,,48,juvenile,False,,14,2017-07-10,"{'type': 'Point', 'coordinates': [171.5374374389649, -43.49539795818202]}",15:22:00
7907,,unbanded,,Not banded,,,332,,False,,109,2017-07-08,"{'type': 'Point', 'coordinates': [167.95791149139401, -45.608393596733414]}",10:30:00
7908,,unbanded,,Not banded,,,334,,False,,109,2017-07-08,"{'type': 'Point', 'coordinates': [167.95791149139401, -45.608393596733414]}",10:30:00
7909,,unbanded,,Not banded,,,333,,False,,109,2017-07-08,"{'type': 'Point', 'coordinates': [167.95791149139401, -45.608393596733414]}",10:30:00
7910,Yellow G on Black,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",,,5,,False,,1,2017-07-05,"{'type': 'Point', 'coordinates': [171.55657490066383, -42.88821724652534]}",15:00:00
7911,,unknown,,Couldn't tell,,,1,,False,,1,2017-07-05,"{'type': 'Point', 'coordinates': [171.55657490066383, -42.88821724652534]}",15:00:00
7912,Black N on Yellow,readable,"{'slug': 'cotswold', 'status': 'Alive', 'sex': 'Female', 'bird_extended': {'description': 'Cotswold was caught and banded at Deaths Corner in March 2017 as a fledgling. She is the first kea to be sponsored and named by a school.', 'is_featured': False, 'sponsor_name': 'Cotswold School', 'sponsor_website': 'http://www.cotswold.school.nz/Home/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/cotswold/Cotswold_Photo_by_Mark_Brabyn-crop-c0-64__0-66-500x500-70.JPG', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/cotswold/Cotswold_Photo_by_Mark_Brabyn-crop-c0-64__0-66-350x250-70.JPG', 'full_size': 'https://media.keadatabase.nz/media/birds/cotswold/Cotswold_Photo_by_Mark_Brabyn.JPG'}, 'profile_picture_attribution': 'Mark Brabyn'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Black N on Yellow', 'name': 'Cotswold', 'birthday': '2017-01-01', 'primary_band': 'V-0372', 'date_modified': '2018-04-04T11:00:27.207877+12:00', 'date_imported': '2017-06-28T00:21:37+12:00'}","Banded, readable",,,3,,False,,1,2017-07-05,"{'type': 'Point', 'coordinates': [171.55657490066383, -42.88821724652534]}",15:00:00
7913,,unknown,,Couldn't tell,,,2,,False,,1,2017-07-05,"{'type': 'Point', 'coordinates': [171.55657490066383, -42.88821724652534]}",15:00:00
7914,Black # on White,readable,"{'slug': 'daktari', 'status': 'Dead', 'sex': 'Male', 'bird_extended': {'description': 'Daktari was named by Mark Brabyn after a favourite TV Series set in Africa in the 1970s.\r\n\r\nUnfortunately he was found dead at Deaths Corner in 2017, from what appears to have been a traffic incident.', 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/daktari/daktari-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/daktari/daktari-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/daktari/daktari.jpg'}, 'profile_picture_attribution': 'Adrian Stevens'}, 'get_age': None, 'get_life_stage': None, 'study_area': 'Waimakariri', 'band_combo': 'Black # on White', 'name': 'Daktari', 'birthday': '2017-01-01', 'primary_band': 'V-2562', 'date_modified': '2018-04-04T11:00:27.584205+12:00', 'date_imported': '2018-04-04T11:00:27.575338+12:00'}","Banded, readable",,,4,,False,,1,2017-07-05,"{'type': 'Point', 'coordinates': [171.55657490066383, -42.88821724652534]}",15:00:00
7915,,unknown,,Couldn't tell,,,27,,False,,8,2017-07-02,"{'type': 'Point', 'coordinates': [171.55674934387196, -42.88866842592227]}",11:12:00
7916,3 metal bands,unreadable,,"Banded, unreadable",Adult,,26,adult,False,,8,2017-07-02,"{'type': 'Point', 'coordinates': [171.55674934387196, -42.88866842592227]}",11:12:00
7917,,unknown,,Couldn't tell,,,24,,False,,4,2017-07-01,"{'type': 'Point', 'coordinates': [171.56155603664502, -42.939311533699836]}",17:30:00
7918,,unknown,,Couldn't tell,Adult,,70,adult,False,,24,2017-06-05,"{'type': 'Point', 'coordinates': [168.08172225952174, -44.89844381690364]}",10:20:00
7919,,unbanded,,Not banded,Juvenile,,268,juvenile,False,,90,2017-06-01,"{'type': 'Point', 'coordinates': [170.92042207717932, -42.80875910231491]}",14:00:00
7920,Black # on White,readable,"{'slug': 'daktari', 'status': 'Dead', 'sex': 'Male', 'bird_extended': {'description': 'Daktari was named by Mark Brabyn after a favourite TV Series set in Africa in the 1970s.\r\n\r\nUnfortunately he was found dead at Deaths Corner in 2017, from what appears to have been a traffic incident.', 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/daktari/daktari-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/daktari/daktari-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/daktari/daktari.jpg'}, 'profile_picture_attribution': 'Adrian Stevens'}, 'get_age': None, 'get_life_stage': None, 'study_area': 'Waimakariri', 'band_combo': 'Black # on White', 'name': 'Daktari', 'birthday': '2017-01-01', 'primary_band': 'V-2562', 'date_modified': '2018-04-04T11:00:27.584205+12:00', 'date_imported': '2018-04-04T11:00:27.575338+12:00'}","Banded, readable",Fledgling,Male,95,fledgling,False,male,38,2017-05-31,"{'type': 'Point', 'coordinates': [171.5566635131838, -42.88829110747601]}",15:52:00
