,band_combo,description,is_featured,full_size,large,thumbnail,profile_picture_attribution,sponsor_name,sponsor_website,birthday,date_imported,date_modified,get_age,get_life_stage,name,primary_band,sex,slug,status,study_area,colours,date_deployed,special,style,symbols
211,White V on Brown,"Vortex was banded in October 2017 as a fledgling. We can determine that she is a female by the length her top bill (less than 45mm) and size of her head (less than 65mm). She also weighs less than a male (800g compared with up to and over 1kg). 

Vortex was named and sponsored by Bremick Fasteners who provided discounted roofing screws (named Vortex screws) for an ongoing project to remove lead from buildings in Arthur's Pass township. 

Unfortunately young kea, with their inquisitive nature, will chew the old lead nails and roof flashings which tastes sweet to them. This results in them becoming very sick or dying. It is possible to treat lead poisoning, but requires a visit to the South Island Wildlife Hospital at Willowbank for three or more weeks of chelation treatment.",False,https://media.keadatabase.nz/media/birds/vortex/Vortex1.JPG,https://media.keadatabase.nz/media/__sized__/birds/vortex/Vortex1-crop-c0-49__0-39-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/vortex/Vortex1-crop-c0-49__0-39-350x250-70.JPG,Mark Brabyn,Bremick Fasteners,http://bremick.co.nz/,2017-01-01,2017-11-01T13:15:09+13:00,2018-04-04T11:00:43.393965+12:00,2,Sub-Adult,Vortex,V-2525,Female,vortex,Alive,Waimakariri,"['white', 'brown']",2017-10-17,,new,['V']
212,Yellow ÷ on Black,"Wade was banded as an adult at Deaths Corner by Corey Mosen in August 2016. This image clearly shows his plastic bands and his V-band number V-1322. Though it's remotely possible the plastic bands may come off after 5 -10 years the metal v-band should stay with Wade for life.

Priest Sheetmetal have kindly supplied sheetmetal to cover lead flashings on roofs of houses in Arthur's Pass. Unfortunately kea will nibble on the toxic lead and if untreated this can eventually kill them.",False,https://media.keadatabase.nz/media/birds/wade/Wade_2.jpeg,https://media.keadatabase.nz/media/__sized__/birds/wade/Wade_2-crop-c0-59__0-49-500x500-70.jpeg,https://media.keadatabase.nz/media/__sized__/birds/wade/Wade_2-crop-c0-59__0-49-350x250-70.jpeg,Kate le Comte,Priest Sheetmetal and Plate Ltd.,http://www.priestsheetmetal.co.nz,2013-01-01,2017-06-28T00:21:35.367371+12:00,2018-04-04T11:00:43.423710+12:00,6,Adult,Wade,V-1322,Male,wade,Alive,Waimakariri,"['yellow', 'black']",2016-08-11,divides,new,['÷']
213,White D on Blue,"Update: 29th November 2017
In October 2017, Wānanga was caught and taken in for treatment at the South Island Wildlife Hospital for lead poisoning. Wānanga has had several weeks of chelation treatment before being declared ""lead-free"" and has now been released near Arthur's Pass. 

Wānanga has been in good company - his buddy Kerewa was also in for lead poisoning treatment. They were looked after exceptionally well by the amazing team at the South Island Wildlife Hospital in Christchurch getting lots of stimulation and activity during their stay. 

Please keep an eye out for Wānanga and Kerewa and report any sightings into the sightings database so we can keep track of how they're doing post-treatment.

The Arthur's Pass community is working on removing lead from key buildings in Arthur's Pass village where kea eat the lead (which tastes sweet to them) and accumulates in their body. Hopefully in a few more years, no more kea will need to be treated for lead poisoining. If you wish to donate to this lead removal project, please contact the Arthur's Pass Wildlife Trust or the Kea Conservation Trust to make a donation. 

Wānanga was banded at Death's Corner by Corey Mosen in April 2017. His Māori name 'Wānanga' translates to: instructor, wise person, sage, authority, expert, guru, philosopher, savant.",True,https://media.keadatabase.nz/media/birds/wananga/Wananga.jpg,https://media.keadatabase.nz/media/__sized__/birds/wananga/Wananga-crop-c0-41__0-49-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/wananga/Wananga-crop-c0-41__0-49-350x250-70.jpg,,,,2017-01-01,2017-06-28T00:21:37.587267+12:00,2018-04-04T11:00:43.566346+12:00,2,Sub-Adult,Wananga,V-2590,Male,wananga,Alive,Waimakariri,"['white', 'blue']",2017-04-17,,new,['D']
214,Yellow S on Blue,Warren had his bands fitted in 2012 by Joseph Fraser. He lives in the Fiordland area.,False,https://media.keadatabase.nz/media/birds/warren/Warren_JasonT_April2012.JPG,https://media.keadatabase.nz/media/__sized__/birds/warren/Warren_JasonT_April2012-crop-c0-5__0-5-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/warren/Warren_JasonT_April2012-crop-c0-5__0-5-350x250-70.JPG,,,,2012-01-01,2017-06-28T00:21:35.457784+12:00,2018-04-04T11:00:43.583864+12:00,7,Adult,Warren,V-1560,Male,warren,Alive,Fiordland,"['yellow', 'blue']",2012-01-22,,new,['S']
215,Black B on Yellow,'Whakamatemate' means curiosity or inquisitiveness in te reo Māori. Anyone who has ever met a kea knows they are super curious about everything. Their curiosity and intelligence is why they do so well from the alpine zone down to the coast - but it's also one of the reasons they can get into trouble. They're like toddlers who put everything in their mouths to check it out - which is a bad idea when it is a lead roofing nail!,False,https://media.keadatabase.nz/media/birds/whakamatemate/IMG_6495.jpg,https://media.keadatabase.nz/media/__sized__/birds/whakamatemate/IMG_6495-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/whakamatemate/IMG_6495-crop-c0-5__0-5-350x250-70.jpg,Kate le Comte,,,2019-01-01,2019-05-07T23:50:13+12:00,2019-05-07T23:49:45.410022+12:00,0,Fledgling,Whakamatemate,V-1417,Male,whakamatemate,Alive,Waimakariri,"['yellow', 'black']",2019-03-28,,new,['B']
216,Yellow R on Blue,"Whakatoi (meaning cheeky, mischievous) was banded in the Arthur's Pass township.
To make matters complicated however, he shares the same band combo as another bird, Trevor! (Yellow R on Blue)",False,https://media.keadatabase.nz/media/birds/whakatoi/Whakatoi.jpg,https://media.keadatabase.nz/media/__sized__/birds/whakatoi/Whakatoi-crop-c0-36__0-51-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/whakatoi/Whakatoi-crop-c0-36__0-51-350x250-70.jpg,,Canterbury Environmental Trust,,2014-01-01,2017-08-04T17:35:51+12:00,2018-04-04T11:00:43.758583+12:00,5,Adult,Whakatoi,V-1572,Male,whakatoi,Alive,Waimakariri,"['yellow', 'blue']",2017-08-04,,new,['R']
217,White W on Brown,"Whizz was banded in Arthur's Pass township as a fledgling in October 2017. His name refers to the intelligence of kea - thought to be one of the most intelligent birds in the world. This intelligence has enabled them to seek out new foods and raise chicks in the winter, but it also gives them the mischievous behaviour associated with exploring anything new. Unfortunately this is sometimes destructive to peoples cars and camping gear left unattended.",False,https://media.keadatabase.nz/media/birds/whizz/Whizz.JPG,https://media.keadatabase.nz/media/__sized__/birds/whizz/Whizz-crop-c0-31__0-29-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/whizz/Whizz-crop-c0-31__0-29-350x250-70.JPG,Mark Brabyn,Laurie Winter Photography,http://www.lauriewinterphotography.com,2017-01-01,2017-12-14T13:06:13+13:00,2018-04-04T11:00:43.864261+12:00,2,Sub-Adult,Whizz,V-2523,Male,whizz,Alive,Waimakariri,"['white', 'brown']",2017-10-16,,new,['W']
218,Black U on Yellow / Metal - Black O on White,"Windscreen was hit by a truck at the top of Kerr Hill, breaking his femur. Fortunately vets were able to patch him back together, he was rehabilitated and then released again near Lake Rotoiti.",False,https://media.keadatabase.nz/media/birds/windscreen/Windscreen25Jan2012.jpg,https://media.keadatabase.nz/media/__sized__/birds/windscreen/Windscreen25Jan2012-crop-c0-53__0-43-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/windscreen/Windscreen25Jan2012-crop-c0-53__0-43-350x250-70.jpg,,,,2011-01-01,2017-06-28T00:21:35.794336+12:00,2018-04-04T11:00:43.987953+12:00,8,Adult,Windscreen,V-1540,Male,windscreen,Alive,Rotoiti,"['yellow', 'white', 'metal', 'black']",2012-01-25,,new,"['O', 'U']"
219,Black B on Light Blue,"Wooldoor was banded by Raoul Schwing at Deaths Corner, Arthur's Pass National Park in November 2010.

His original bands were replaced in August 2018 with updated colour ones.",False,https://media.keadatabase.nz/media/birds/wooldoor/Wooldoor.jpg,https://media.keadatabase.nz/media/__sized__/birds/wooldoor/Wooldoor-crop-c0-51__0-2-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/wooldoor/Wooldoor-crop-c0-51__0-2-350x250-70.jpg,Pete Neale,,,2006-01-01,2017-06-28T00:21:35.852497+12:00,2018-04-04T11:00:44.051274+12:00,13,Adult,Wooldoor,V-0755,Male,wooldoor,Alive,Waimakariri,"['black', 'lightblue']",2018-08-23,,new,['B']
220,White A4 on Green,"Wozza - named after dad of one of the members of the kea sightings team. Wozza has accompanied the team on many a kea-related field trip all over the South Island. Look out for Wozza in the back country, accompanied by some of his mates such as Cam and Hetti.",False,https://media.keadatabase.nz/media/birds/wozza/2_fledgies_Routeburn_Svea_Abel.jpg,https://media.keadatabase.nz/media/__sized__/birds/wozza/2_fledgies_Routeburn_Svea_Abel-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/wozza/2_fledgies_Routeburn_Svea_Abel-crop-c0-5__0-5-350x250-70.jpg,Svea Abel,,,2019-01-01,2019-08-01T15:02:14+12:00,2019-08-01T15:02:16.794132+12:00,0,Fledgling,Wozza,V-3249,Male,wozza,Alive,Waimakariri,"['black', 'green']",2019-07-25,,new,['A4']
221,White B on Green,"'Wyn' is named after the Wyn Irwin Lodge, owned and operated by the Canterbury Mountaineering Club at Aoraki/Mt Cook village. Cam Mulvey named this kea after the lodge (see also Wyn's sibling, 'Irwin'). Cam is essentially the guardian of this neck of the woods, keeps a good eye on the local kea and keeps us in the loop as to what's happening with the kea population here. Mel from the VC is also on the job, keeping an eye on local kea, accumulating kea sightings from visitors to the area and entering them into the sightings database.

A lot of kea research went on in the area until about ten years ago. Researchers from Vienna, Austria spent a lot of time around Aoraki observing kea to gain a better understanding of their behavioural biology. Several PhD students from the University of Canterbury also spent time in the area researching the then reasonably plentiful kea population. 

Not a lot has happened since but hopefully things are about to change! With the beginnings of the kea sighting project kicking off in other areas where kea and humans interact, and the Kea Conservation Trust's lead removal project, there will be more work happening here.  Watch this space.",False,https://media.keadatabase.nz/media/birds/wyn/Wyn_Aoraki.jpg,https://media.keadatabase.nz/media/__sized__/birds/wyn/Wyn_Aoraki-crop-c0-67__0-56-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/wyn/Wyn_Aoraki-crop-c0-67__0-56-350x250-70.jpg,Cam Mulvey,,,2019-01-01,2019-04-17T13:48:36+12:00,2019-04-17T13:49:08.761603+12:00,0,Fledgling,Wyn,V-1492,Male,wyn,Alive,Aoraki,"['white', 'green']",2019-03-14,,new,['B']
222,Black X on Orange,"This is one of just a few adult female kea that have visited Arthur's Pass village in 2018. She is named after Dr Ximena Nelson - a kea researcher at the University of Canterbury who has supervised several of the students who have undertaken their PhD research on this amazing species. Ximena is pronounced ""Hee - men - ah"".",False,https://media.keadatabase.nz/media/birds/ximena/Ximena_leg_bands.jpg,https://media.keadatabase.nz/media/__sized__/birds/ximena/Ximena_leg_bands-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/ximena/Ximena_leg_bands-crop-c0-5__0-5-350x250-70.jpg,L Young,,,2013-01-01,2018-12-30T15:55:28+13:00,2018-12-30T15:55:33.173656+13:00,6,Adult,Ximena,V-2563,Female,ximena,Alive,Waimakariri,"['orange', 'black']",2018-12-22,,new,['X']
223,Red C on White,Ya se was banded in Arthur's Pass township in October 2016 by Laura Young as an adult. He is often sighted in Arthur's Pass township opposite the store. The naming rights was a gift from the Christchurch Gondola to the Chinese Consulate. Ya se in Chinese translates to 'Arthur' in English.,False,https://media.keadatabase.nz/media/birds/ya-se/YaSe1.JPG,https://media.keadatabase.nz/media/__sized__/birds/ya-se/YaSe1-crop-c0-62__0-29-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/ya-se/YaSe1-crop-c0-62__0-29-350x250-70.JPG,Mark Brabyn,Chinese Consulate,http://welcomeaboard.co.nz/gondola/,2012-01-01,2017-06-28T00:21:35.944724+12:00,2018-04-04T11:00:44.157625+12:00,7,Adult,Ya se,V-0376,Male,ya-se,Alive,Waimakariri,"['white', 'red']",2016-10-15,,new,['C']
224,White B on Brown,"This kea is named after the awesome pilot - Ivor Yockney - who spends many hours flying in fixed wing aircraft with special antennae attached, radio-tracking kea and any other animals with radio transmitters attached to them. Radio tracking animals with these transmitters on is an excellent way to gain a greater understanding of a species, their movements and general biology.

This bird is an adult female, which is always exciting to find in the wild!",False,https://media.keadatabase.nz/media/birds/yockers/Kea_flying_in_snowy_mountains_Anna_Cook.jpg,https://media.keadatabase.nz/media/__sized__/birds/yockers/Kea_flying_in_snowy_mountains_Anna_Cook-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/yockers/Kea_flying_in_snowy_mountains_Anna_Cook-crop-c0-5__0-5-350x250-70.jpg,Anna Cook,,,2016-01-01,2019-08-11T00:34:41+12:00,2019-09-01T23:38:27.224002+12:00,3,Sub-Adult,Yockers,V-2102,Female,yockers,Alive,Waimakariri,"['white', 'brown']",2019-06-27,,new,['B']
225,Red U on White,"You was banded at Viaduct Lookout in Arthur's Pass National Park in August 2017 with the help of Adam, an Australian backpacker. 

Kea can often be seen at this lookout as they are attracted by tourists who often feed them. It is very important NOT to feed kea as some of our foods can be poisonous to them. They a fully capable of feeding themselves on our alpine berries, buds, seeds and insects. They will also scavenge dead animals, and even prey upon the occasional birds nest.",False,https://media.keadatabase.nz/media/birds/you/You.jpeg,https://media.keadatabase.nz/media/__sized__/birds/you/You-crop-c0-5__0-5-500x500-70.jpeg,https://media.keadatabase.nz/media/__sized__/birds/you/You-crop-c0-5__0-5-350x250-70.jpeg,Mark Brabyn,,,2017-01-01,2017-11-02T12:46:23+13:00,2018-04-04T11:00:44.264679+12:00,2,Sub-Adult,You,V-2650,Male,you,Alive,Waimakariri,"['white', 'red']",2017-08-29,,new,['U']
226,Green / Blue - x / Metal,"Zeppelin was born in 2009 to mum Ceejay near Lake Rotoiti. He carries the old style bands 'Green / Blue - x /Metal', and carried a transmitter for a few years.",False,https://media.keadatabase.nz/media/birds/zeppelin/Zeppelin_1-8-2010.jpg,https://media.keadatabase.nz/media/__sized__/birds/zeppelin/Zeppelin_1-8-2010-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/zeppelin/Zeppelin_1-8-2010-crop-c0-5__0-5-350x250-70.jpg,Corey Mosen,,,2009-12-07,2017-06-28T00:21:36.193919+12:00,2018-04-04T11:00:44.489706+12:00,9,Adult,Zeppelin,V-0330,Male,zeppelin,Alive,Rotoiti,"['metal', 'blue', 'green']",2009-11-30,,old,[]
227,White G on Brown,"Zulia was banded in March 2018 by Tom Goodman and is often seen hanging out with Ken Joe—maybe a sibling?

Zulia is sponsored by the generous folks Jordan Manek and Amanda Jill following an unforgettable encounter with this kea in Arthur's Pass that sparked an immense and lasting appreciation for the clowns of the mountains.",False,https://media.keadatabase.nz/media/birds/zulia/20180520-IMG_7309.jpg,https://media.keadatabase.nz/media/__sized__/birds/zulia/20180520-IMG_7309-crop-c0-6__0-38-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/zulia/20180520-IMG_7309-crop-c0-6__0-38-350x250-70.jpg,Toby Martin,,,2017-01-01,2018-06-18T14:35:07.396532+12:00,2018-06-18T14:35:07.406964+12:00,2,Sub-Adult,Zulia,V-2153,Female,zulia,Alive,Waimakariri,"['white', 'brown']",2018-03-25,,new,['G']
